symbol,window,stop_multiplier,target_multiplier,total_return_pct,sharpe_ratio,max_drawdown_pct,trade_count
TLT,2021-09-15..2026-09-17,3.0,4.0,0.2752777144169327,0.05671145177044386,1.8705861550725682,75
TLT,2021-09-15..2026-09-17,3.0,6.0,1.1755592151553085,0.2195551089176969,2.1441167265326864,55
TLT,2021-09-15..2026-09-17,4.0,2.0,-0.638288408669796,-0.11440270686294414,2.9227310070180765,113
TLT,2021-09-15..2026-09-17,4.0,3.0,0.27666779505606254,0.05660239564922279,2.4522313397396625,79
TLT,2021-09-15..2026-09-17,4.0,4.0,0.314206766188585,0.06326229947307274,2.437330656788749,61
TLT,2021-09-15..2026-09-17,4.0,6.0,1.2674178907042144,0.2365061776956129,2.0185133643556266,48
GLD,2016-09-19..2021-09-15,1.0,2.0,0.5720662999302961,0.13120936875811662,3.733672100262369,352
GLD,2016-09-19..2021-09-15,1.0,3.0,1.996801974374085,0.4341066883163725,3.430849936120433,245
GLD,2016-09-19..2021-09-15,1.0,4.0,1.950574331509114,0.407914657848863,3.4686555427697026,208
GLD,2016-09-19..2021-09-15,1.0,6.0,2.5383892227960336,0.502412859408807,3.08074775566405,172
GLD,2016-09-19..2021-09-15,1.5,2.0,-0.12098049144578793,-0.020712373136091228,4.241199126439954,273
GLD,2016-09-19..2021-09-15,1.5,3.0,0.42105192048700335,0.0920389526872495,4.091279477229406,197
GLD,2016-09-19..2021-09-15,1.5,4.0,1.8751545461983987,0.38593253111100795,3.806970079627402,163
GLD,2016-09-19..2021-09-15,1.5,6.0,1.8657454382699612,0.37054033213142595,3.4139827790652886,129
GLD,2016-09-19..2021-09-15,2.0,2.0,-0.04338661853803272,-0.004442145432689462,3.967026843802469,227
GLD,2016-09-19..2021-09-15,2.0,3.0,1.2197120225878155,0.25319217367789176,3.73897566761934,164
GLD,2016-09-19..2021-09-15,2.0,4.0,1.4451745968220298,0.2876462640058415,3.7208306814066705,140
GLD,2016-09-19..2021-09-15,2.0,6.0,1.7650175267808654,0.34670160406991973,3.517488537636293,109
GLD,2016-09-19..2021-09-15,3.0,2.0,0.28938179047410806,0.06412115944099106,3.9732705627906832,163
GLD,2016-09-19..2021-09-15,3.0,3.0,1.3263964952507923,0.2702177672710767,3.5435866801333344,121
GLD,2016-09-19..2021-09-15,3.0,4.0,1.5972202797240875,0.3156305070824455,3.362534070379359,105
GLD,2016-09-19..2021-09-15,3.0,6.0,1.4230908196696035,0.2764997227448141,3.402081326513219,80
GLD,2016-09-19..2021-09-15,4.0,2.0,0.3711946168225344,0.07952751197069885,3.8123136275763967,141
GLD,2016-09-19..2021-09-15,4.0,3.0,1.5233374652695142,0.3078997590651967,3.3182457793573006,101
GLD,2016-09-19..2021-09-15,4.0,4.0,2.1809420284663927,0.41957273290856256,3.292663987200023,84
GLD,2016-09-19..2021-09-15,4.0,6.0,1.5375323500418592,0.29919179285918157,3.333305861798412,66
GLD,2021-09-16..2026-09-18,1.0,2.0,2.129033593155749,0.3909038320780561,2.9418283804217698,378
GLD,2021-09-16..2026-09-18,1.0,3.0,4.514024031737107,0.7777920505185669,2.6993347078954946,267
GLD,2021-09-16..2026-09-18,1.0,4.0,4.6908520636605555,0.7535969111837545,2.6376773066373485,212
GLD,2021-09-16..2026-09-18,1.0,6.0,3.9519176611459095,0.6333565976439282,3.3198410143210353,163
GLD,2021-09-16..2026-09-18,1.5,2.0,1.0750231563740886,0.19344379822900892,3.8203808355009716,288
GLD,2021-09-16..2026-09-18,1.5,3.0,3.9527430050993573,0.6560022591496799,2.889491904317824,221
